uniqueID,StudyNum,age,sex,group,targFile,Date,block,trial,CueType,TargLoc,TargDirection,Congruency,TrialStartTime,targetOnTime,firstFix,Response,Correct,RT,LowRT
undefined,,,,,Flèche,28-Jan-2026,0,1,4,DOWN,R,congruent,15:17:28,15:17:30,824,L,0,1312,0
undefined,,,,,Flèche,28-Jan-2026,0,2,1,UP,R,congruent,15:17:32,15:17:34,1354,R,1,1465,0
undefined,,,,,Flèche,28-Jan-2026,0,3,2,UP,R,incongruent,15:17:35,15:17:36,688,R,1,828,0
undefined,,,,,Flèche,28-Jan-2026,0,4,1,DOWN,L,congruent,15:17:39,15:17:41,1425,R,0,1102,0
undefined,,,,,Flèche,28-Jan-2026,0,5,2,UP,R,congruent,15:17:42,15:17:44,1455,L,0,245,0
undefined,,,,,Flèche,28-Jan-2026,0,6,4,DOWN,R,incongruent,15:17:46,15:17:47,1112,L,0,1085,0
undefined,,,,,Flèche,28-Jan-2026,0,7,3,UP,R,congruent,15:17:49,15:17:51,1263,L,0,570,0
undefined,,,,,Flèche,28-Jan-2026,0,8,4,DOWN,L,incongruent,15:17:53,15:17:55,1369,R,0,858,0
undefined,,,,,Flèche,28-Jan-2026,0,9,2,DOWN,L,congruent,15:17:56,15:17:58,963,R,0,664,0
undefined,,,,,Flèche,28-Jan-2026,0,10,3,DOWN,L,congruent,15:18:00,15:18:01,1175,L,1,475,0
undefined,,,,,Flèche,28-Jan-2026,0,11,1,DOWN,R,incongruent,15:18:03,15:18:05,1530,R,1,996,0
undefined,,,,,Flèche,28-Jan-2026,0,12,2,DOWN,R,incongruent,15:18:07,15:18:09,1344,R,1,516,0
undefined,,,,,Flèche,28-Jan-2026,0,13,3,DOWN,R,congruent,15:18:10,15:18:12,994,R,1,802,0
undefined,,,,,Flèche,28-Jan-2026,0,14,4,UP,R,incongruent,15:18:14,15:18:15,852,L,0,403,0
undefined,,,,,Flèche,28-Jan-2026,0,15,3,UP,L,congruent,15:18:17,15:18:19,1240,L,1,722,0
undefined,,,,,Flèche,28-Jan-2026,0,16,2,DOWN,L,incongruent,15:18:21,15:18:22,804,L,0,17,1
undefined,,,,,Flèche,28-Jan-2026,0,17,1,DOWN,R,congruent,15:18:24,15:18:26,706,R,1,1068,0
undefined,,,,,Flèche,28-Jan-2026,0,18,1,DOWN,L,incongruent,15:18:28,15:18:30,1282,R,0,908,0
undefined,,,,,Flèche,28-Jan-2026,0,19,2,DOWN,R,congruent,15:18:31,15:18:33,875,L,0,816,0
undefined,,,,,Flèche,28-Jan-2026,0,20,3,UP,R,incongruent,15:18:35,15:18:36,837,R,1,862,0
undefined,,,,,Flèche,28-Jan-2026,0,21,3,DOWN,L,incongruent,15:18:38,15:18:39,576,L,1,680,0
undefined,,,,,Flèche,28-Jan-2026,0,22,3,UP,L,incongruent,15:18:42,15:18:43,867,L,1,679,0
undefined,,,,,Flèche,28-Jan-2026,0,23,2,UP,L,incongruent,15:18:45,15:18:47,732,R,0,57,1
undefined,,,,,Flèche,28-Jan-2026,0,24,4,DOWN,L,congruent,15:18:49,15:18:50,684,R,0,942,0
undefined,,,,,Flèche,28-Jan-2026,0,25,4,UP,L,congruent,15:18:52,15:18:54,1497,R,0,1098,0
undefined,,,,,Flèche,28-Jan-2026,0,26,2,UP,L,congruent,15:18:56,15:18:57,522,None,0,1700,0
undefined,,,,,Flèche,28-Jan-2026,0,27,4,UP,L,incongruent,15:18:59,15:19:01,1059,None,0,1700,0
undefined,,,,,Flèche,28-Jan-2026,0,28,1,UP,L,congruent,15:19:03,15:19:04,823,L,1,472,0
undefined,,,,,Flèche,28-Jan-2026,0,29,3,DOWN,R,incongruent,15:19:06,15:19:08,903,L,0,970,0
undefined,,,,,Flèche,28-Jan-2026,0,30,1,UP,R,incongruent,15:19:10,15:19:12,1394,L,0,336,0
undefined,,,,,Flèche,28-Jan-2026,0,31,4,UP,R,congruent,15:19:13,15:19:14,497,R,1,590,0
undefined,,,,,Flèche,28-Jan-2026,0,32,1,UP,L,incongruent,15:19:17,15:19:18,848,L,1,801,0
undefined,,,,,Flèche,28-Jan-2026,1,1,3,UP,R,incongruent,15:19:20,15:19:22,615,L,0,888,0
undefined,,,,,Flèche,28-Jan-2026,1,2,3,DOWN,L,incongruent,15:19:24,15:19:26,1271,None,0,1700,0
undefined,,,,,Flèche,28-Jan-2026,1,3,1,UP,L,congruent,15:19:27,15:19:29,701,R,0,1512,0
undefined,,,,,Flèche,28-Jan-2026,1,4,3,UP,L,congruent,15:19:31,15:19:33,1153,R,0,694,0
undefined,,,,,Flèche,28-Jan-2026,1,5,4,DOWN,R,incongruent,15:19:34,15:19:36,865,L,0,895,0
undefined,,,,,Flèche,28-Jan-2026,1,6,1,UP,R,incongruent,15:19:38,15:19:40,1449,L,0,541,0
undefined,,,,,Flèche,28-Jan-2026,1,7,4,UP,R,congruent,15:19:41,15:19:43,1408,R,1,1699,0
undefined,,,,,Flèche,28-Jan-2026,1,8,3,DOWN,L,congruent,15:19:45,15:19:46,839,R,0,987,0
undefined,,,,,Flèche,28-Jan-2026,1,9,2,DOWN,L,incongruent,15:19:49,15:19:50,480,None,0,1700,0
undefined,,,,,Flèche,28-Jan-2026,1,10,3,DOWN,R,congruent,15:19:52,15:19:53,512,R,1,1003,0
undefined,,,,,Flèche,28-Jan-2026,1,11,4,DOWN,R,congruent,15:19:56,15:19:56,423,R,1,826,0
undefined,,,,,Flèche,28-Jan-2026,1,12,3,DOWN,R,incongruent,15:19:59,15:20:01,1117,L,0,1048,0
undefined,,,,,Flèche,28-Jan-2026,1,13,2,DOWN,R,congruent,15:20:03,15:20:04,1058,L,0,549,0
undefined,,,,,Flèche,28-Jan-2026,1,14,1,DOWN,L,congruent,15:20:06,15:20:08,1245,L,1,753,0
undefined,,,,,Flèche,28-Jan-2026,1,15,1,DOWN,R,incongruent,15:20:10,15:20:11,606,L,0,623,0
undefined,,,,,Flèche,28-Jan-2026,1,16,1,DOWN,L,incongruent,15:20:13,15:20:15,1073,L,1,489,0
undefined,,,,,Flèche,28-Jan-2026,1,17,2,UP,R,incongruent,15:20:17,15:20:19,1466,L,0,658,0
undefined,,,,,Flèche,28-Jan-2026,1,18,2,UP,L,incongruent,15:20:20,15:20:22,1527,R,0,591,0
undefined,,,,,Flèche,28-Jan-2026,1,19,2,UP,R,congruent,15:20:24,15:20:25,719,R,1,310,0
undefined,,,,,Flèche,28-Jan-2026,1,20,2,DOWN,R,incongruent,15:20:27,15:20:29,1583,R,1,317,0
