uniqueID,StudyNum,age,sex,group,targFile,Date,block,trial,CueType,TargLoc,TargDirection,Congruency,TrialStartTime,targetOnTime,firstFix,Response,Correct,RT,LowRT
undefined,,,,,Flèche,28-Jan-2026,0,1,2,UP,L,congruent,16:04:04,16:04:05,772,L,1,543,0
undefined,,,,,Flèche,28-Jan-2026,0,2,1,DOWN,L,incongruent,16:04:07,16:04:09,1577,R,0,1162,0
undefined,,,,,Flèche,28-Jan-2026,0,3,4,UP,R,congruent,16:04:11,16:04:12,1048,R,1,927,0
undefined,,,,,Flèche,28-Jan-2026,0,4,2,UP,R,incongruent,16:04:14,16:04:16,1557,L,0,556,0
undefined,,,,,Flèche,28-Jan-2026,0,5,1,DOWN,R,congruent,16:04:18,16:04:19,1049,R,1,1043,0
undefined,,,,,Flèche,28-Jan-2026,0,6,1,UP,L,congruent,16:04:21,16:04:23,1541,R,0,654,0
undefined,,,,,Flèche,28-Jan-2026,0,7,3,UP,L,congruent,16:04:25,16:04:26,620,L,1,721,0
undefined,,,,,Flèche,28-Jan-2026,0,8,4,DOWN,L,incongruent,16:04:28,16:04:30,735,L,1,1309,0
undefined,,,,,Flèche,28-Jan-2026,0,9,4,DOWN,L,congruent,16:04:32,16:04:33,697,L,1,979,0
undefined,,,,,Flèche,28-Jan-2026,0,10,1,UP,R,incongruent,16:04:35,16:04:37,1222,L,0,912,0
undefined,,,,,Flèche,28-Jan-2026,0,11,4,UP,R,incongruent,16:04:39,16:04:40,438,R,1,827,0
undefined,,,,,Flèche,28-Jan-2026,0,12,4,DOWN,R,incongruent,16:04:42,16:04:44,1235,R,1,932,0
undefined,,,,,Flèche,28-Jan-2026,0,13,2,DOWN,R,incongruent,16:04:46,16:04:48,1348,L,0,1003,0
undefined,,,,,Flèche,28-Jan-2026,0,14,1,DOWN,R,incongruent,16:04:49,16:04:51,1027,L,0,591,0
undefined,,,,,Flèche,28-Jan-2026,0,15,2,UP,L,incongruent,16:04:53,16:04:54,877,L,1,937,0
undefined,,,,,Flèche,28-Jan-2026,0,16,4,DOWN,R,congruent,16:04:56,16:04:58,1367,R,1,715,0
undefined,,,,,Flèche,28-Jan-2026,0,17,1,UP,R,congruent,16:05:00,16:05:02,1456,R,1,911,0
undefined,,,,,Flèche,28-Jan-2026,0,18,3,UP,R,incongruent,16:05:03,16:05:05,1408,R,1,612,0
undefined,,,,,Flèche,28-Jan-2026,0,19,3,UP,R,congruent,16:05:07,16:05:08,866,R,1,867,0
undefined,,,,,Flèche,28-Jan-2026,0,20,2,DOWN,L,congruent,16:05:10,16:05:12,1428,L,1,782,0
undefined,,,,,Flèche,28-Jan-2026,0,21,2,UP,R,congruent,16:05:14,16:05:16,1555,L,0,543,0
undefined,,,,,Flèche,28-Jan-2026,0,22,4,UP,L,incongruent,16:05:17,16:05:19,1525,R,0,1176,0
undefined,,,,,Flèche,28-Jan-2026,0,23,3,DOWN,R,congruent,16:05:21,16:05:22,1058,L,0,852,0
undefined,,,,,Flèche,28-Jan-2026,0,24,3,UP,L,incongruent,16:05:24,16:05:26,882,R,0,756,0
undefined,,,,,Flèche,28-Jan-2026,0,25,1,UP,L,incongruent,16:05:28,16:05:29,1074,R,0,825,0
undefined,,,,,Flèche,28-Jan-2026,0,26,2,DOWN,L,incongruent,16:05:31,16:05:33,748,L,1,1258,0
undefined,,,,,Flèche,28-Jan-2026,0,27,1,DOWN,L,congruent,16:05:35,16:05:36,984,R,0,844,0
