uniqueID,StudyNum,age,sex,group,targFile,Date,block,trial,CueType,TargLoc,TargDirection,Congruency,TrialStartTime,targetOnTime,firstFix,Response,Correct,RT,LowRT
undefined,,,,,Flèche,28-Jan-2026,0,1,2,DOWN,L,congruent,15:16:54,15:16:56,1546,R,0,1204,0
undefined,,,,,Flèche,28-Jan-2026,0,2,3,UP,L,incongruent,15:16:58,15:16:58,459,R,0,42,1
undefined,,,,,Flèche,28-Jan-2026,0,3,1,UP,R,congruent,15:17:01,15:17:03,1456,R,1,962,0
undefined,,,,,Flèche,28-Jan-2026,0,4,4,UP,R,congruent,15:17:05,15:17:06,906,None,0,1700,0
undefined,,,,,Flèche,28-Jan-2026,0,5,3,DOWN,R,incongruent,15:17:08,15:17:09,514,R,1,711,0
undefined,,,,,Flèche,28-Jan-2026,0,6,3,DOWN,L,congruent,15:17:12,15:17:13,1112,R,0,21,1
undefined,,,,,Flèche,28-Jan-2026,0,7,2,UP,L,incongruent,15:17:15,15:17:16,494,L,1,1018,0
undefined,,,,,Flèche,28-Jan-2026,0,8,2,UP,R,congruent,15:17:19,15:17:20,1149,None,0,1700,0
undefined,,,,,Flèche,28-Jan-2026,0,9,3,UP,L,congruent,15:17:22,15:17:24,992,L,1,546,0
undefined,,,,,Flèche,28-Jan-2026,0,10,4,DOWN,R,incongruent,15:17:26,15:17:27,699,L,0,640,0
undefined,,,,,Flèche,28-Jan-2026,0,11,4,UP,L,incongruent,15:17:29,15:17:31,1459,L,1,321,0
undefined,,,,,Flèche,28-Jan-2026,0,12,3,DOWN,L,incongruent,15:17:33,15:17:34,882,R,0,1645,0
undefined,,,,,Flèche,28-Jan-2026,0,13,4,DOWN,L,incongruent,15:17:36,15:17:37,474,R,0,580,0
undefined,,,,,Flèche,28-Jan-2026,0,14,2,DOWN,R,incongruent,15:17:40,15:17:41,642,L,0,478,0
undefined,,,,,Flèche,28-Jan-2026,0,15,4,UP,L,congruent,15:17:43,15:17:45,1313,L,1,780,0
undefined,,,,,Flèche,28-Jan-2026,0,16,1,UP,L,incongruent,15:17:47,15:17:48,1247,R,0,507,0
undefined,,,,,Flèche,28-Jan-2026,0,17,1,UP,L,congruent,15:17:50,15:17:52,971,L,1,474,0
undefined,,,,,Flèche,28-Jan-2026,0,18,2,DOWN,L,incongruent,15:17:54,15:17:55,900,R,0,42,1
undefined,,,,,Flèche,28-Jan-2026,0,19,1,DOWN,R,incongruent,15:17:57,15:17:59,1073,R,1,310,0
undefined,,,,,Flèche,28-Jan-2026,0,20,1,DOWN,R,congruent,15:18:01,15:18:02,691,R,1,278,0
undefined,,,,,Flèche,28-Jan-2026,0,21,4,DOWN,R,congruent,15:18:04,15:18:06,1283,L,0,1225,0
undefined,,,,,Flèche,28-Jan-2026,0,22,1,DOWN,L,congruent,15:18:08,15:18:09,1041,R,0,31,1
undefined,,,,,Flèche,28-Jan-2026,0,23,1,DOWN,L,incongruent,15:18:11,15:18:12,528,L,1,739,0
undefined,,,,,Flèche,28-Jan-2026,0,24,2,UP,R,incongruent,15:18:15,15:18:16,1220,L,0,541,0
undefined,,,,,Flèche,28-Jan-2026,0,25,3,DOWN,R,congruent,15:18:18,15:18:20,951,R,1,743,0
undefined,,,,,Flèche,28-Jan-2026,0,26,1,UP,R,incongruent,15:18:22,15:18:23,961,R,1,759,0
undefined,,,,,Flèche,28-Jan-2026,0,27,4,DOWN,L,congruent,15:18:25,15:18:27,1190,L,1,227,0
undefined,,,,,Flèche,28-Jan-2026,0,28,2,UP,L,congruent,15:18:29,15:18:30,1274,L,1,380,0
undefined,,,,,Flèche,28-Jan-2026,0,29,3,UP,R,incongruent,15:18:32,15:18:34,1267,R,1,1147,0
undefined,,,,,Flèche,28-Jan-2026,0,30,3,UP,R,congruent,15:18:36,15:18:37,465,R,1,1005,0
undefined,,,,,Flèche,28-Jan-2026,0,31,4,UP,R,incongruent,15:18:39,15:18:41,1471,L,0,638,0
undefined,,,,,Flèche,28-Jan-2026,0,32,2,DOWN,R,congruent,15:18:43,15:18:45,1394,L,0,843,0
undefined,,,,,Flèche,28-Jan-2026,1,1,3,DOWN,R,congruent,15:18:46,15:18:48,1420,R,1,1146,0
undefined,,,,,Flèche,28-Jan-2026,1,2,3,UP,R,incongruent,15:18:50,15:18:51,460,L,0,680,0
undefined,,,,,Flèche,28-Jan-2026,1,3,3,DOWN,R,incongruent,15:18:53,15:18:55,1229,R,1,932,0
undefined,,,,,Flèche,28-Jan-2026,1,4,1,DOWN,L,incongruent,15:18:57,15:18:58,1318,R,0,598,0
undefined,,,,,Flèche,28-Jan-2026,1,5,2,UP,L,incongruent,15:19:00,15:19:02,1083,R,0,652,0
undefined,,,,,Flèche,28-Jan-2026,1,6,3,UP,L,incongruent,15:19:04,15:19:05,994,R,0,1530,0
undefined,,,,,Flèche,28-Jan-2026,1,7,2,DOWN,L,congruent,15:19:07,15:19:09,1436,R,0,555,0
undefined,,,,,Flèche,28-Jan-2026,1,8,1,UP,L,congruent,15:19:11,15:19:12,1344,L,1,1055,0
undefined,,,,,Flèche,28-Jan-2026,1,9,4,UP,R,incongruent,15:19:14,15:19:16,1246,R,1,660,0
undefined,,,,,Flèche,28-Jan-2026,1,10,4,UP,R,congruent,15:19:18,15:19:20,1545,L,0,1117,0
undefined,,,,,Flèche,28-Jan-2026,1,11,2,UP,R,incongruent,15:19:21,15:19:23,1518,R,1,357,0
