uniqueID,StudyNum,age,sex,group,targFile,Date,block,trial,CueType,TargLoc,TargDirection,Congruency,TrialStartTime,targetOnTime,firstFix,Response,Correct,RT,LowRT
undefined,,,,,Flèche,16-Jan-2026,0,1,3,DOWN,L,congruent,16:39:42,16:39:44,878,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,2,3,DOWN,L,incongruent,16:39:46,16:39:47,577,R,0,269,0
undefined,,,,,Flèche,16-Jan-2026,0,3,3,UP,R,incongruent,16:39:49,16:39:50,692,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,4,2,UP,R,congruent,16:39:53,16:39:54,554,R,1,430,0
undefined,,,,,Flèche,16-Jan-2026,0,5,4,DOWN,R,congruent,16:39:56,16:39:58,772,L,0,495,0
undefined,,,,,Flèche,16-Jan-2026,0,6,1,UP,L,congruent,16:40:00,16:40:01,978,L,1,489,0
undefined,,,,,Flèche,16-Jan-2026,0,7,4,UP,R,incongruent,16:40:03,16:40:05,723,L,0,1203,0
undefined,,,,,Flèche,16-Jan-2026,0,8,3,UP,L,congruent,16:40:07,16:40:08,528,L,1,257,0
undefined,,,,,Flèche,16-Jan-2026,0,9,4,UP,L,congruent,16:40:10,16:40:11,446,R,0,1156,0
undefined,,,,,Flèche,16-Jan-2026,0,10,3,UP,L,incongruent,16:40:14,16:40:15,699,R,0,682,0
undefined,,,,,Flèche,16-Jan-2026,0,11,1,DOWN,R,incongruent,16:40:17,16:40:18,472,R,1,1170,0
undefined,,,,,Flèche,16-Jan-2026,0,12,2,DOWN,L,incongruent,16:40:21,16:40:22,448,R,0,233,0
undefined,,,,,Flèche,16-Jan-2026,0,13,4,DOWN,L,congruent,16:40:24,16:40:26,757,R,0,345,0
undefined,,,,,Flèche,16-Jan-2026,0,14,1,DOWN,L,incongruent,16:40:28,16:40:29,481,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,15,1,DOWN,R,congruent,16:40:31,16:40:32,598,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,16,1,UP,R,incongruent,16:40:35,16:40:36,748,L,0,626,0
undefined,,,,,Flèche,16-Jan-2026,0,17,4,DOWN,R,incongruent,16:40:38,16:40:39,488,R,1,726,0
undefined,,,,,Flèche,16-Jan-2026,0,18,3,DOWN,R,congruent,16:40:42,16:40:43,738,R,1,1035,0
undefined,,,,,Flèche,16-Jan-2026,0,19,1,DOWN,L,congruent,16:40:45,16:40:47,863,L,1,436,0
undefined,,,,,Flèche,16-Jan-2026,0,20,3,UP,R,congruent,16:40:49,16:40:50,855,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,21,4,UP,L,incongruent,16:40:52,16:40:53,493,L,1,699,0
undefined,,,,,Flèche,16-Jan-2026,0,22,2,DOWN,R,congruent,16:40:56,16:40:57,827,R,1,620,0
undefined,,,,,Flèche,16-Jan-2026,0,23,2,UP,L,congruent,16:40:59,16:41:00,613,L,1,374,0
undefined,,,,,Flèche,16-Jan-2026,0,24,1,UP,L,incongruent,16:41:03,16:41:04,955,R,0,958,0
undefined,,,,,Flèche,16-Jan-2026,0,25,3,DOWN,R,incongruent,16:41:06,16:41:08,882,R,1,1028,0
undefined,,,,,Flèche,16-Jan-2026,0,26,2,UP,R,incongruent,16:41:10,16:41:11,514,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,27,2,DOWN,L,congruent,16:41:13,16:41:15,941,R,0,777,0
undefined,,,,,Flèche,16-Jan-2026,0,28,4,DOWN,L,incongruent,16:41:17,16:41:18,793,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,29,2,DOWN,R,incongruent,16:41:20,16:41:22,815,R,1,421,0
undefined,,,,,Flèche,16-Jan-2026,0,30,4,UP,R,congruent,16:41:24,16:41:25,641,L,0,552,0
undefined,,,,,Flèche,16-Jan-2026,0,31,1,UP,R,congruent,16:41:27,16:41:28,583,R,1,1154,0
undefined,,,,,Flèche,16-Jan-2026,0,32,2,UP,L,incongruent,16:41:31,16:41:32,922,R,0,36,1
undefined,,,,,Flèche,16-Jan-2026,1,1,3,DOWN,L,congruent,16:41:34,16:41:35,590,R,0,472,0
undefined,,,,,Flèche,16-Jan-2026,1,2,3,DOWN,L,incongruent,16:41:38,16:41:39,821,L,1,371,0
undefined,,,,,Flèche,16-Jan-2026,1,3,3,UP,L,incongruent,16:41:41,16:41:43,806,L,1,1180,0
undefined,,,,,Flèche,16-Jan-2026,1,4,3,UP,L,congruent,16:41:45,16:41:46,728,L,1,693,0
undefined,,,,,Flèche,16-Jan-2026,1,5,2,UP,R,incongruent,16:41:48,16:41:49,401,L,0,772,0
undefined,,,,,Flèche,16-Jan-2026,1,6,1,UP,L,incongruent,16:41:52,16:41:53,716,R,0,1272,0
undefined,,,,,Flèche,16-Jan-2026,1,7,2,UP,L,incongruent,16:41:55,16:41:57,978,L,1,646,0
undefined,,,,,Flèche,16-Jan-2026,1,8,3,DOWN,R,congruent,16:41:59,16:42:00,771,R,1,466,0
undefined,,,,,Flèche,16-Jan-2026,1,9,1,UP,L,congruent,16:42:02,16:42:04,920,L,1,1091,0
undefined,,,,,Flèche,16-Jan-2026,1,10,1,DOWN,R,congruent,16:42:06,16:42:07,454,L,0,1006,0
undefined,,,,,Flèche,16-Jan-2026,1,11,4,UP,L,incongruent,16:42:09,16:42:11,762,L,1,1090,0
undefined,,,,,Flèche,16-Jan-2026,1,12,4,DOWN,L,incongruent,16:42:13,16:42:14,626,R,0,910,0
undefined,,,,,Flèche,16-Jan-2026,1,13,2,UP,L,congruent,16:42:16,16:42:18,980,None,0,1500,0
