uniqueID,StudyNum,age,sex,group,targFile,Date,block,trial,CueType,TargLoc,TargDirection,Congruency,TrialStartTime,targetOnTime,firstFix,Response,Correct,RT,LowRT
undefined,,,,,Flèche,16-Jan-2026,0,1,1,UP,R,incongruent,16:29:41,16:29:42,910,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,2,2,DOWN,L,congruent,16:29:44,16:29:45,712,R,0,1081,0
undefined,,,,,Flèche,16-Jan-2026,0,3,1,DOWN,R,congruent,16:29:48,16:29:49,767,R,1,491,0
undefined,,,,,Flèche,16-Jan-2026,0,4,2,DOWN,R,incongruent,16:29:51,16:29:52,684,R,1,796,0
undefined,,,,,Flèche,16-Jan-2026,0,5,2,UP,R,congruent,16:29:55,16:29:56,931,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,6,4,DOWN,L,incongruent,16:29:58,16:29:59,663,L,1,1215,0
undefined,,,,,Flèche,16-Jan-2026,0,7,1,DOWN,L,congruent,16:30:02,16:30:03,532,R,0,1051,0
undefined,,,,,Flèche,16-Jan-2026,0,8,4,DOWN,R,congruent,16:30:05,16:30:06,440,R,0,25,1
undefined,,,,,Flèche,16-Jan-2026,0,9,3,UP,R,congruent,16:30:09,16:30:10,401,R,1,1221,0
undefined,,,,,Flèche,16-Jan-2026,0,10,2,UP,L,congruent,16:30:12,16:30:13,492,R,0,808,0
undefined,,,,,Flèche,16-Jan-2026,0,11,1,UP,R,congruent,16:30:16,16:30:17,905,L,0,274,0
undefined,,,,,Flèche,16-Jan-2026,0,12,3,UP,L,incongruent,16:30:19,16:30:21,915,R,0,265,0
undefined,,,,,Flèche,16-Jan-2026,0,13,1,DOWN,L,incongruent,16:30:23,16:30:24,863,R,0,639,0
undefined,,,,,Flèche,16-Jan-2026,0,14,4,UP,L,incongruent,16:30:26,16:30:28,739,L,1,1074,0
undefined,,,,,Flèche,16-Jan-2026,0,15,3,UP,R,incongruent,16:30:30,16:30:31,895,L,0,1398,0
undefined,,,,,Flèche,16-Jan-2026,0,16,1,UP,L,congruent,16:30:33,16:30:35,934,R,0,595,0
undefined,,,,,Flèche,16-Jan-2026,0,17,3,DOWN,L,congruent,16:30:37,16:30:38,782,R,0,404,0
undefined,,,,,Flèche,16-Jan-2026,0,18,3,DOWN,R,congruent,16:30:40,16:30:41,510,L,0,771,0
undefined,,,,,Flèche,16-Jan-2026,0,19,2,DOWN,R,congruent,16:30:44,16:30:45,944,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,20,1,DOWN,R,incongruent,16:30:47,16:30:48,579,L,0,790,0
undefined,,,,,Flèche,16-Jan-2026,0,21,4,UP,R,incongruent,16:30:51,16:30:52,457,R,1,367,0
undefined,,,,,Flèche,16-Jan-2026,0,22,3,DOWN,L,incongruent,16:30:54,16:30:56,702,L,1,1173,0
undefined,,,,,Flèche,16-Jan-2026,0,23,1,UP,L,incongruent,16:30:58,16:30:59,870,R,0,831,0
undefined,,,,,Flèche,16-Jan-2026,0,24,4,DOWN,R,incongruent,16:31:01,16:31:02,555,R,1,324,0
undefined,,,,,Flèche,16-Jan-2026,0,25,2,DOWN,L,incongruent,16:31:05,16:31:06,417,L,1,971,0
undefined,,,,,Flèche,16-Jan-2026,0,26,4,DOWN,L,congruent,16:31:08,16:31:10,730,R,0,832,0
undefined,,,,,Flèche,16-Jan-2026,0,27,3,DOWN,R,incongruent,16:31:12,16:31:13,940,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,28,2,UP,L,incongruent,16:31:15,16:31:16,580,R,0,1001,0
undefined,,,,,Flèche,16-Jan-2026,0,29,2,UP,R,incongruent,16:31:19,16:31:20,520,L,0,726,0
undefined,,,,,Flèche,16-Jan-2026,0,30,4,UP,L,congruent,16:31:22,16:31:23,587,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,31,3,UP,L,congruent,16:31:26,16:31:27,827,L,1,1097,0
undefined,,,,,Flèche,16-Jan-2026,0,32,4,UP,R,congruent,16:31:29,16:31:30,417,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,1,1,2,UP,L,congruent,16:31:33,16:31:34,891,L,1,272,0
undefined,,,,,Flèche,16-Jan-2026,1,2,2,DOWN,R,incongruent,16:31:36,16:31:38,863,L,0,207,0
undefined,,,,,Flèche,16-Jan-2026,1,3,4,DOWN,R,congruent,16:31:40,16:31:41,794,L,0,627,0
undefined,,,,,Flèche,16-Jan-2026,1,4,1,DOWN,L,incongruent,16:31:43,16:31:45,843,L,1,779,0
undefined,,,,,Flèche,16-Jan-2026,1,5,2,DOWN,L,congruent,16:31:47,16:31:48,422,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,1,6,3,DOWN,R,incongruent,16:31:50,16:31:51,503,L,0,522,0
undefined,,,,,Flèche,16-Jan-2026,1,7,3,DOWN,L,congruent,16:31:54,16:31:55,470,R,0,935,0
undefined,,,,,Flèche,16-Jan-2026,1,8,4,DOWN,L,incongruent,16:31:57,16:31:59,685,L,1,649,0
undefined,,,,,Flèche,16-Jan-2026,1,9,4,UP,L,incongruent,16:32:01,16:32:02,587,L,1,1262,0
undefined,,,,,Flèche,16-Jan-2026,1,10,1,DOWN,R,incongruent,16:32:04,16:32:05,517,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,1,11,4,UP,L,congruent,16:32:08,16:32:09,869,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,1,12,1,DOWN,L,congruent,16:32:11,16:32:13,850,R,0,534,0
undefined,,,,,Flèche,16-Jan-2026,1,13,2,UP,R,congruent,16:32:15,16:32:16,770,R,1,1335,0
undefined,,,,,Flèche,16-Jan-2026,1,14,2,DOWN,L,incongruent,16:32:18,16:32:20,875,R,0,664,0
undefined,,,,,Flèche,16-Jan-2026,1,15,1,DOWN,R,congruent,16:32:22,16:32:23,619,R,1,270,0
undefined,,,,,Flèche,16-Jan-2026,1,16,1,UP,R,incongruent,16:32:25,16:32:27,902,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,1,17,3,DOWN,R,congruent,16:32:29,16:32:30,461,R,1,1099,0
undefined,,,,,Flèche,16-Jan-2026,1,18,3,UP,L,incongruent,16:32:32,16:32:33,478,L,0,98,1
undefined,,,,,Flèche,16-Jan-2026,1,19,4,DOWN,L,congruent,16:32:36,16:32:37,430,R,0,878,0
