presp,ssd,ssrt,usRT,goRT_all,goRT_correct,goRT_sd,go_omission,go_error,go_premature,Nstop,Ngo,goRT_cv,go_lapses,Slope_RT,Slope_SE,goRT_median,go_perseverations,go_outliers
0.75,68,1094,725,729,772,305,0.18229166666666663,0.5796178343949044,0,64,192,37.22,18.18,-39.45,-11.41,807,9,0
