presp,ssd,ssrt,usRT,goRT_all,goRT_correct,goRT_sd,go_omission,go_error,go_premature,Nstop,Ngo,goRT_cv,go_lapses,Slope_RT,Slope_SE,goRT_median,go_perseverations,go_outliers
0.75,74,1084,673,733,693,308,0.17708333333333337,0.5189873417721519,0,64,192,43.87,15.79,3.63,-0.62,715,7,0
