presp,ssd,ssrt,usRT,goRT_all,goRT_correct,goRT_sd,go_omission,go_error,go_premature,Nstop,Ngo,goRT_cv,go_lapses,Slope_RT,Slope_SE,goRT_median,go_perseverations,go_outliers
0.75,68,1082,681,690,717,296,0.19791666666666663,0.5584415584415585,0,64,192,38.13,16.18,-48.46,-4.42,690,5,0
