presp,ssd,ssrt,usRT,goRT_all,goRT_correct,goRT_sd,go_omission,go_error,go_premature,Nstop,Ngo,goRT_cv,go_lapses,Slope_RT,Slope_SE,goRT_median,go_perseverations,go_outliers
0.828125,58,1194,616,639,634,340,0.22916666666666663,0.5472972972972974,0,64,192,55.9,22.39,6.4,-0.58,580,16,0
