presp,ssd,ssrt,usRT,goRT_all,goRT_correct,goRT_sd,go_omission,go_error,go_premature,Nstop,Ngo,goRT_cv,go_lapses,Slope_RT,Slope_SE,goRT_median,go_perseverations,go_outliers
0.796875,63,1179,691,708,708,324,0.203125,0.4836601307189542,0,64,192,44.37,22.78,55.31,3.85,671,7,0
