presp,ssd,ssrt,usRT,goRT_all,goRT_correct,goRT_sd,go_omission,go_error,go_premature,Nstop,Ngo,goRT_cv,go_lapses,Slope_RT,Slope_SE,goRT_median,go_perseverations,go_outliers
0.796875,86,1153,717,672,631,317,0.203125,0.4183006535947712,0,64,192,51.12,16.85,30.13,0.8,652,10,0
