uniqueID,StudyNum,age,sex,group,targFile,Date,block,trial,CueType,TargLoc,TargDirection,Congruency,TrialStartTime,targetOnTime,firstFix,Response,Correct,RT,LowRT
undefined,,,,,Flèche,16-Jan-2026,0,1,3,UP,L,incongruent,16:39:49,16:39:50,821,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,2,3,UP,R,congruent,16:39:52,16:39:53,511,L,0,28,1
undefined,,,,,Flèche,16-Jan-2026,0,3,4,DOWN,L,congruent,16:39:56,16:39:57,867,L,1,930,0
undefined,,,,,Flèche,16-Jan-2026,0,4,4,UP,R,congruent,16:39:59,16:40:00,479,L,0,865,0
undefined,,,,,Flèche,16-Jan-2026,0,5,2,UP,L,incongruent,16:40:03,16:40:04,569,R,0,820,0
undefined,,,,,Flèche,16-Jan-2026,0,6,4,UP,L,incongruent,16:40:06,16:40:07,694,L,1,1038,0
undefined,,,,,Flèche,16-Jan-2026,0,7,4,DOWN,L,incongruent,16:40:10,16:40:11,811,L,1,676,0
undefined,,,,,Flèche,16-Jan-2026,0,8,4,DOWN,R,congruent,16:40:13,16:40:14,520,L,0,905,0
undefined,,,,,Flèche,16-Jan-2026,0,9,3,DOWN,R,congruent,16:40:17,16:40:18,419,R,1,521,0
undefined,,,,,Flèche,16-Jan-2026,0,10,1,UP,L,congruent,16:40:20,16:40:21,682,R,0,684,0
undefined,,,,,Flèche,16-Jan-2026,0,11,2,DOWN,L,congruent,16:40:24,16:40:25,927,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,12,3,UP,R,incongruent,16:40:27,16:40:28,568,R,1,801,0
undefined,,,,,Flèche,16-Jan-2026,0,13,1,DOWN,L,congruent,16:40:31,16:40:32,986,R,0,1236,0
undefined,,,,,Flèche,16-Jan-2026,0,14,2,DOWN,R,congruent,16:40:34,16:40:36,972,R,1,628,0
undefined,,,,,Flèche,16-Jan-2026,0,15,1,DOWN,R,incongruent,16:40:38,16:40:39,470,R,1,589,0
undefined,,,,,Flèche,16-Jan-2026,0,16,1,DOWN,L,incongruent,16:40:41,16:40:42,703,L,1,954,0
undefined,,,,,Flèche,16-Jan-2026,0,17,4,UP,L,congruent,16:40:45,16:40:46,776,L,1,778,0
undefined,,,,,Flèche,16-Jan-2026,0,18,3,DOWN,L,congruent,16:40:48,16:40:49,777,R,0,782,0
undefined,,,,,Flèche,16-Jan-2026,0,19,2,UP,L,congruent,16:40:52,16:40:53,604,L,1,797,0
undefined,,,,,Flèche,16-Jan-2026,0,20,1,UP,L,incongruent,16:40:55,16:40:56,757,L,1,1068,0
undefined,,,,,Flèche,16-Jan-2026,0,21,1,UP,R,congruent,16:40:59,16:41:00,722,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,22,3,UP,L,congruent,16:41:02,16:41:04,977,R,0,342,0
undefined,,,,,Flèche,16-Jan-2026,0,23,4,UP,R,incongruent,16:41:06,16:41:07,925,L,0,1087,0
undefined,,,,,Flèche,16-Jan-2026,0,24,3,DOWN,L,incongruent,16:41:09,16:41:11,797,R,0,1177,0
undefined,,,,,Flèche,16-Jan-2026,0,25,4,DOWN,R,incongruent,16:41:13,16:41:14,827,R,1,687,0
undefined,,,,,Flèche,16-Jan-2026,0,26,1,UP,R,incongruent,16:41:16,16:41:17,733,R,1,1074,0
undefined,,,,,Flèche,16-Jan-2026,0,27,2,UP,R,congruent,16:41:20,16:41:21,750,L,0,6,1
undefined,,,,,Flèche,16-Jan-2026,0,28,2,DOWN,L,incongruent,16:41:23,16:41:24,697,L,1,450,0
undefined,,,,,Flèche,16-Jan-2026,0,29,3,DOWN,R,incongruent,16:41:27,16:41:28,654,R,1,797,0
undefined,,,,,Flèche,16-Jan-2026,0,30,1,DOWN,R,congruent,16:41:30,16:41:32,870,R,1,1131,0
undefined,,,,,Flèche,16-Jan-2026,0,31,2,UP,R,incongruent,16:41:34,16:41:35,547,L,0,768,0
undefined,,,,,Flèche,16-Jan-2026,0,32,2,DOWN,R,incongruent,16:41:37,16:41:38,576,R,1,1077,0
undefined,,,,,Flèche,16-Jan-2026,1,1,1,DOWN,L,congruent,16:41:41,16:41:42,613,R,0,954,0
undefined,,,,,Flèche,16-Jan-2026,1,2,3,UP,L,congruent,16:41:44,16:41:45,676,L,1,287,0
undefined,,,,,Flèche,16-Jan-2026,1,3,4,UP,R,incongruent,16:41:48,16:41:49,817,R,1,656,0
undefined,,,,,Flèche,16-Jan-2026,1,4,1,DOWN,L,incongruent,16:41:51,16:41:53,816,R,0,1026,0
undefined,,,,,Flèche,16-Jan-2026,1,5,4,DOWN,R,congruent,16:41:55,16:41:56,530,L,0,784,0
undefined,,,,,Flèche,16-Jan-2026,1,6,2,DOWN,R,congruent,16:41:58,16:42:00,742,R,1,561,0
undefined,,,,,Flèche,16-Jan-2026,1,7,2,UP,R,congruent,16:42:02,16:42:03,898,R,0,15,1
undefined,,,,,Flèche,16-Jan-2026,1,8,3,DOWN,R,congruent,16:42:05,16:42:07,965,L,0,70,1
