uniqueID,StudyNum,age,sex,group,targFile,Date,block,trial,CueType,TargLoc,TargDirection,Congruency,TrialStartTime,targetOnTime,firstFix,Response,Correct,RT,LowRT
undefined,,,,,Flèche,16-Jan-2026,0,1,1,DOWN,L,congruent,16:50:26,16:50:26,420,R,0,1037,0
undefined,,,,,Flèche,16-Jan-2026,0,2,3,DOWN,L,congruent,16:50:29,16:50:30,542,L,1,918,0
undefined,,,,,Flèche,16-Jan-2026,0,3,1,UP,R,incongruent,16:50:33,16:50:34,456,R,1,928,0
undefined,,,,,Flèche,16-Jan-2026,0,4,1,DOWN,R,congruent,16:50:36,16:50:37,883,L,0,555,0
undefined,,,,,Flèche,16-Jan-2026,0,5,2,DOWN,R,incongruent,16:50:40,16:50:41,697,L,0,446,0
undefined,,,,,Flèche,16-Jan-2026,0,6,2,UP,R,incongruent,16:50:43,16:50:44,477,L,0,1253,0
undefined,,,,,Flèche,16-Jan-2026,0,7,2,UP,L,incongruent,16:50:47,16:50:48,603,L,1,736,0
undefined,,,,,Flèche,16-Jan-2026,0,8,3,DOWN,R,congruent,16:50:50,16:50:51,436,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,9,4,UP,R,incongruent,16:50:54,16:50:55,714,R,1,671,0
undefined,,,,,Flèche,16-Jan-2026,0,10,1,UP,L,incongruent,16:50:57,16:50:58,500,R,0,956,0
undefined,,,,,Flèche,16-Jan-2026,0,11,3,UP,R,congruent,16:51:01,16:51:02,735,L,0,584,0
undefined,,,,,Flèche,16-Jan-2026,0,12,1,DOWN,R,incongruent,16:51:04,16:51:05,614,L,0,698,0
undefined,,,,,Flèche,16-Jan-2026,0,13,2,DOWN,L,congruent,16:51:08,16:51:09,470,R,0,1393,0
undefined,,,,,Flèche,16-Jan-2026,0,14,4,DOWN,R,incongruent,16:51:11,16:51:12,544,L,0,1270,0
undefined,,,,,Flèche,16-Jan-2026,0,15,2,UP,R,congruent,16:51:15,16:51:16,965,R,1,589,0
undefined,,,,,Flèche,16-Jan-2026,0,16,3,DOWN,L,incongruent,16:51:18,16:51:19,757,R,0,980,0
undefined,,,,,Flèche,16-Jan-2026,0,17,2,DOWN,L,incongruent,16:51:22,16:51:23,667,R,0,989,0
undefined,,,,,Flèche,16-Jan-2026,0,18,4,DOWN,R,congruent,16:51:25,16:51:26,599,L,0,265,0
undefined,,,,,Flèche,16-Jan-2026,0,19,4,UP,R,congruent,16:51:29,16:51:30,857,R,1,979,0
undefined,,,,,Flèche,16-Jan-2026,0,20,2,UP,L,congruent,16:51:32,16:51:33,479,R,0,677,0
undefined,,,,,Flèche,16-Jan-2026,0,21,4,DOWN,L,incongruent,16:51:36,16:51:37,891,R,0,1167,0
undefined,,,,,Flèche,16-Jan-2026,0,22,3,UP,L,incongruent,16:51:39,16:51:40,737,None,0,1500,0
undefined,,,,,Flèche,16-Jan-2026,0,23,4,UP,L,incongruent,16:51:43,16:51:44,491,L,0,43,1
undefined,,,,,Flèche,16-Jan-2026,0,24,1,DOWN,L,incongruent,16:51:46,16:51:47,732,L,1,708,0
undefined,,,,,Flèche,16-Jan-2026,0,25,3,DOWN,R,incongruent,16:51:50,16:51:51,793,L,0,478,0
undefined,,,,,Flèche,16-Jan-2026,0,26,3,UP,R,incongruent,16:51:53,16:51:54,518,L,0,649,0
undefined,,,,,Flèche,16-Jan-2026,0,27,2,DOWN,R,congruent,16:51:57,16:51:58,880,L,0,1486,0
undefined,,,,,Flèche,16-Jan-2026,0,28,4,DOWN,L,congruent,16:52:00,16:52:02,846,L,1,861,0
undefined,,,,,Flèche,16-Jan-2026,0,29,3,UP,L,congruent,16:52:04,16:52:05,642,L,1,777,0
undefined,,,,,Flèche,16-Jan-2026,0,30,4,UP,L,congruent,16:52:07,16:52:08,555,L,1,772,0
undefined,,,,,Flèche,16-Jan-2026,0,31,1,UP,R,congruent,16:52:11,16:52:12,994,R,1,388,0
undefined,,,,,Flèche,16-Jan-2026,0,32,1,UP,L,congruent,16:52:14,16:52:16,849,L,0,17,1
undefined,,,,,Flèche,16-Jan-2026,1,1,1,DOWN,L,congruent,16:52:18,16:52:19,464,L,1,1302,0
undefined,,,,,Flèche,16-Jan-2026,1,2,3,DOWN,R,incongruent,16:52:21,16:52:23,932,L,0,623,0
undefined,,,,,Flèche,16-Jan-2026,1,3,4,DOWN,L,incongruent,16:52:25,16:52:26,869,R,0,826,0
undefined,,,,,Flèche,16-Jan-2026,1,4,4,DOWN,L,congruent,16:52:28,16:52:29,411,L,1,657,0
